id,source,source_listing_id,url,seller_type,posted_at,updated_at,title,year,make,model,trim,price_usd,mileage,vin,used_new,condition_raw,transmission,fuel,drive,body_type,paint_color,cylinders,title_status,size,location,latitude,longitude,image_urls,seller_phone_numbers,description,extracted_at,parsed_at
craigslist-7916526312,craigslist,7916526312,https://sfbay.craigslist.org/eby/ctd/d/dublin-2013-ford-fiesta/7916526312.html,dealer,,,See this vehicle on our website,2013,,,,3900,144412,3FADP4AJ0DM153367,,,automatic,gas,fwd,sedan,black,4 cylinders,clean,,Dublin,37.702759,-121.909049,"[""https://images.craigslist.org/00h0h_htgYFdtAyUK_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00F0F_kZm12Fwv9jm_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00k0k_iiaRUQa9eAA_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00p0p_eXhCfBtdHH9_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00J0J_7FLRazIrdr6_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00X0X_cL0a0tGvEQB_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00505_6XcDx30InWt_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00i0i_6NRZewUonk0_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00S0S_lzV5wBrx3Xq_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00i0i_alwsivacq3A_0cU09G_600x450.jpg"", ""https://images.craigslist.org/01111_4LmjDKq1MV2_0cU09G_600x450.jpg"", ""https://images.craigslist.org/01414_kZSAsnN8gHm_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00P0P_k6r7Zqapfzg_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00b0b_gJibYjNP8PR_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00O0O_jj6EvPoyaTI_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00101_lHqNwfCsS6l_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00y0y_hN2qnzqMYiL_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00a0a_kKDcfcMn9Q9_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00E0E_6PS6MfrjCDK_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00W0W_qD6fUS5HA6_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00o0o_ifu52KXWrTD_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00X0X_jXPkdXrAPcU_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00q0q_9Ny7cHdTtq8_0cU09G_600x450.jpg"", ""https://images.craigslist.org/00B0B_dRXuaW7jtJH_0cU09G_600x450.jpg"", ""https://map9.craigslist.org/t09/14/2643/6336.png"", ""https://map0.craigslist.org/t09/14/2644/6336.png"", ""https://map0.craigslist.org/t09/14/2643/6337.png"", ""https://map1.craigslist.org/t09/14/2644/6337.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""(925) 551-4444"", ""925-551-4444"", ""(916) 420-5140""]","2013 Ford Fiesta S for sale - Dublin, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) * [SF bay area](https://sfbay.craigslist.org/)> * [east bay](https://sfbay.craigslist.org/eby/)> * [for sale by dealer](https://sfbay.craigslist.org/search/eby/ssq)> * [cars+trucks](https://sfbay.craigslist.org/search/eby/ctd) * [post](https://post.craigslist.org/c/sfo) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sfbay.craigslist.org/eby/ctd/d/dublin-2013-",2026-02-28T02:18:05.378457+00:00,2026-02-28T02:18:05.527024+00:00
craigslist-7917362703,craigslist,7917362703,https://sacramento.craigslist.org/ctd/d/fair-oaks-2011-ford-fiesta-se-4dr-sedan/7917362703.html,dealer,,,Contact Prestige Motorsport,2011,,,,6495,74675,3FADP4BJ9BM157123,used,good,automatic,gas,fwd,sedan,custom,4 cylinders,clean,,Fair Oaks,38.627871,-121.221364,"[""https://images.craigslist.org/00K0K_kqfFkv9u79t_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00b0b_6ePymj59AyT_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00O0O_6pe2LmMjiw9_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00000_3jmu3HJv5xv_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00V0V_jSKGuvVoUzv_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00X0X_9fljVuYMfWX_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00v0v_2Ata04QnsDN_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00R0R_422S295ApCD_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01616_17nQFCCHtan_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00303_crcrAm4SedJ_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00P0P_kOqIl1qAKvA_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00202_aTUuZWz5SYo_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01111_iJiZJLBvVM9_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00t0t_qZSXvxcJJk_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00u0u_ilMsJR3vm39_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00n0n_ebKJOUmjjIK_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00i0i_jQb8ZgtH6YX_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01313_1K8zf87e7vF_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00g0g_kJd4pEIPZ3Q_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00G0G_jnbwmmwCh7C_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00K0K_3rnbce9Diin_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00s0s_lKroVgaEIbD_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00a0a_kUdBlczGSzp_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00H0H_keeVthubNto_0g80c6_600x450.jpg"", ""https://map6.craigslist.org/t09/14/2674/6282.png"", ""https://map7.craigslist.org/t09/14/2675/6282.png"", ""https://map7.craigslist.org/t09/14/2674/6283.png"", ""https://map8.craigslist.org/t09/14/2675/6283.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""(916) 400-4485""]","2011 Ford Fiesta for sale - Fair Oaks, CA - craigslist =============== [CL](https://sacramento.craigslist.org/) * [sacramento](https://sacramento.craigslist.org/)> * [for sale by dealer](https://sacramento.craigslist.org/search/ssq)> * [cars+trucks](https://sacramento.craigslist.org/search/ctd) * [post](https://post.craigslist.org/c/sac) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sacramento.craigslist.org/ctd/d/fair-oaks-2011-ford-fiesta-se-4dr-sedan/79173627",2026-02-28T02:18:05.378557+00:00,2026-02-28T02:18:05.529441+00:00
craigslist-7916484558,craigslist,7916484558,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2015-ford-fiesta-se-4dr/7916484558.html,dealer,,,"2015 Ford Fiesta SE for sale - San Jose, CA",2015,Ford,Fiesta,SE,5400,106000,3FADP4EJ4FM136147,used,excellent,automatic,gas,fwd,hatchback,silver,4 cylinders,clean,,San Jose,37.322624,-121.943381,"[""https://images.craigslist.org/00Q0Q_b0rWUnFaEiJ_0CI0nV_600x450.jpg"", ""https://images.craigslist.org/00707_7TlZt3YRBoB_0vW0t2_600x450.jpg"", ""https://images.craigslist.org/00n0n_6CDMXLO3FBj_0wi0t2_600x450.jpg"", ""https://images.craigslist.org/00X0X_3vt30zwqbPD_0CI0pY_600x450.jpg"", ""https://images.craigslist.org/00P0P_fkaYjbL9qEn_0CI0rs_600x450.jpg"", ""https://images.craigslist.org/00u0u_eeSJZTslEZc_0AW0t2_600x450.jpg"", ""https://images.craigslist.org/00q0q_3I8cpmDsx5w_0CI0qE_600x450.jpg"", ""https://images.craigslist.org/00c0c_eteqMwxutzI_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00x0x_eDu1WpiMZrZ_0lM0t2_600x450.jpg"", ""https://images.craigslist.org/00Y0Y_5iSFrFHHvvH_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00h0h_5arZiNW9nHp_0lM0t2_600x450.jpg"", ""https://images.craigslist.org/00K0K_8cdt1t9GYLU_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00s0s_auUemuCjYML_0f90t2_600x450.jpg"", ""https://map9.craigslist.org/t09/14/2641/6358.png"", ""https://map0.craigslist.org/t09/14/2642/6358.png"", ""https://map0.craigslist.org/t09/14/2641/6359.png"", ""https://map1.craigslist.org/t09/14/2642/6359.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""650-520-6091""]","2015 Ford Fiesta SE for sale - San Jose, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) * [SF bay area](https://sfbay.craigslist.org/)> * [south bay](https://sfbay.craigslist.org/sby/)> * [for sale by dealer](https://sfbay.craigslist.org/search/sby/ssq)> * [cars+trucks](https://sfbay.craigslist.org/search/sby/ctd) * [post](https://post.craigslist.org/c/sfo) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sfbay.craigslist.org/sby/ctd/d/san-jose",2026-02-28T02:18:05.379255+00:00,2026-02-28T02:18:05.531343+00:00
craigslist-7917360486,craigslist,7917360486,https://sacramento.craigslist.org/ctd/d/fair-oaks-2013-ford-fiesta-se-4dr-sedan/7917360486.html,dealer,,,Contact Prestige Motorsport,2013,,,,5495,93945,3FADP4BJ5DM227493,used,good,manual,gas,fwd,sedan,custom,4 cylinders,clean,,Fair Oaks,38.627871,-121.221364,"[""https://images.craigslist.org/01111_jMwuTBU6241_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01010_dIuOZ9JR7Cr_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00g0g_fGvog0WRTq4_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00202_h8FohtttF0V_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00K0K_yKJheFSJeM_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00u0u_dfrqFltFtKv_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00606_iekFwRStaOr_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00v0v_8ne2H9Foo1E_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00m0m_3zzmIwu7pB2_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00H0H_e1TbK5HWR7T_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00707_awRWmQfQGvU_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00d0d_8qMZD2KrNtX_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01414_inLvasLcAxe_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00L0L_e1X0ggbqrt1_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00m0m_lhi2HCVO0yT_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00d0d_celdAWCxB7E_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01313_5jRfZbQMa9X_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00C0C_bzJmJ5rgsBk_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00q0q_47J9pg3PuCC_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01010_kUzZgfe1Wqj_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00J0J_5KFa1Kcvx3j_0g80c6_600x450.jpg"", ""https://images.craigslist.org/01616_3SX6F9T9lYl_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00u0u_6DRRXUQJ1N0_0g80c6_600x450.jpg"", ""https://images.craigslist.org/00y0y_1fbAtbHaPKO_0g80c6_600x450.jpg"", ""https://map6.craigslist.org/t09/14/2674/6282.png"", ""https://map7.craigslist.org/t09/14/2675/6282.png"", ""https://map7.craigslist.org/t09/14/2674/6283.png"", ""https://map8.craigslist.org/t09/14/2675/6283.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""(916) 400-4485""]","2013 Ford Fiesta for sale - Fair Oaks, CA - craigslist =============== [CL](https://sacramento.craigslist.org/) * [sacramento](https://sacramento.craigslist.org/)> * [for sale by dealer](https://sacramento.craigslist.org/search/ssq)> * [cars+trucks](https://sacramento.craigslist.org/search/ctd) * [post](https://post.craigslist.org/c/sac) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sacramento.craigslist.org/ctd/d/fair-oaks-2013-ford-fiesta-se-4dr-sedan/79173604",2026-02-28T02:18:05.379376+00:00,2026-02-28T02:18:05.533662+00:00
craigslist-7916483731,craigslist,7916483731,https://sfbay.craigslist.org/sby/ctd/d/san-jose-2012-ford-fiesta-se-4dr/7916483731.html,dealer,,,"2012 Ford Fiesta SE for sale - San Jose, CA",2012,Ford,Fiesta,SE,4400,129000,3FADP4EJ8CM137961,used,excellent,automatic,gas,fwd,hatchback,blue,4 cylinders,clean,,San Jose,37.322624,-121.943381,"[""https://images.craigslist.org/00a0a_4knDcqwn8u3_0CI0rY_600x450.jpg"", ""https://images.craigslist.org/00m0m_al6I81siXk5_0tj0t2_600x450.jpg"", ""https://images.craigslist.org/00w0w_k9dEDB5FmV2_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00P0P_iaywcgh7a0N_0CI0nJ_600x450.jpg"", ""https://images.craigslist.org/00v0v_a6cChN7zOYR_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00w0w_ixUJDkYizh_0uj0t2_600x450.jpg"", ""https://images.craigslist.org/00202_eDbWdoXIibV_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00W0W_8zwGBQ4YlxM_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00z0z_9NAHESHxQBS_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00g0g_6TwNx8pmjkh_0lM0t2_600x450.jpg"", ""https://images.craigslist.org/01010_2eEZYCmgx33_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00h0h_lnWjvCU4KSu_0lM0t2_600x450.jpg"", ""https://images.craigslist.org/00H0H_5le56jFLAnM_0CI0t2_600x450.jpg"", ""https://map9.craigslist.org/t09/14/2641/6358.png"", ""https://map0.craigslist.org/t09/14/2642/6358.png"", ""https://map0.craigslist.org/t09/14/2641/6359.png"", ""https://map1.craigslist.org/t09/14/2642/6359.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""650-520-6091""]","2012 Ford Fiesta SE for sale - San Jose, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) * [SF bay area](https://sfbay.craigslist.org/)> * [south bay](https://sfbay.craigslist.org/sby/)> * [for sale by dealer](https://sfbay.craigslist.org/search/sby/ssq)> * [cars+trucks](https://sfbay.craigslist.org/search/sby/ctd) * [post](https://post.craigslist.org/c/sfo) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sfbay.craigslist.org/sby/ctd/d/san-jose",2026-02-28T02:18:05.379538+00:00,2026-02-28T02:18:05.535577+00:00
craigslist-7915667255,craigslist,7915667255,https://sacramento.craigslist.org/cto/d/roseville-ford-fiesta-2015/7915667255.html,owner,,,"2015 ford fiesta se for sale by owner - Roseville, CA",2015,Ford,Fiesta,SE,6699,49986,,used,excellent,automatic,gas,fwd,sedan,blue,4 cylinders,clean,,Roseville,,,"[""https://images.craigslist.org/00r0r_7niwP40XKln_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00000_lkXNo23f04v_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00q0q_aPjhIvYtsgO_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00U0U_8vWGlMNA6M0_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00I0I_fFOd4YkhzOO_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00909_eVYxAXXiDRI_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00X0X_iLmg07QOOQS_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00d0d_amgRscfEOmD_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00r0r_eNCpVOoCgWM_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00u0u_fe2qWHKDa8P_0t20CI_600x450.jpg"", ""https://map9.craigslist.org/t09/13/1333/3136.png"", ""https://map0.craigslist.org/t09/13/1334/3136.png"", ""https://map0.craigslist.org/t09/13/1333/3137.png"", ""https://map1.craigslist.org/t09/13/1334/3137.png""]",[],"2015 ford fiesta se for sale by owner - Roseville, CA - craigslist =============== [CL](https://sacramento.craigslist.org/) * [sacramento](https://sacramento.craigslist.org/)> * [for sale by owner](https://sacramento.craigslist.org/search/sso)> * [cars+trucks](https://sacramento.craigslist.org/search/cto) * [post](https://post.craigslist.org/c/sac) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sacramento.craigslist.org/cto/d/roseville-ford-fiesta-2015/7915667255",2026-02-28T02:18:05.379654+00:00,2026-02-28T02:18:05.537137+00:00
craigslist-7916343274,craigslist,7916343274,https://sfbay.craigslist.org/sby/cto/d/san-jose-2016-ford-fiesta-sedan-clean/7916343274.html,owner,,,"2016 ford fiesta se sedan for sale by owner - San Jose, CA",2016,Ford,Fiesta,SE,4500,74514,3FADP4BJ7GM179502,used,good,automatic,gas,fwd,sedan,silver,4 cylinders,clean,,San Jose,,,"[""https://images.craigslist.org/01515_bfH9VdQqdfp_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00D0D_gdzxIwLb6MY_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/01313_2XJb6UCGqzF_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00x0x_CwyXWUeufB_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00L0L_2KzIENpyoRL_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00909_ftl2oWS3F2K_0t20CI_600x450.jpg"", ""https://images.craigslist.org/00l0l_4pvELJcsiJ8_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00g0g_gU6ERk9TnOR_0lM0CI_600x450.jpg"", ""https://images.craigslist.org/00404_1jvG5iuUzMX_0CI0t2_600x450.jpg"", ""https://map9.craigslist.org/t09/13/1321/3178.png"", ""https://map0.craigslist.org/t09/13/1322/3178.png"", ""https://map0.craigslist.org/t09/13/1321/3179.png"", ""https://map1.craigslist.org/t09/13/1322/3179.png""]",[],"2016 ford fiesta se sedan for sale by owner - San Jose, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) * [SF bay area](https://sfbay.craigslist.org/)> * [south bay](https://sfbay.craigslist.org/sby/)> * [for sale by owner](https://sfbay.craigslist.org/search/sby/sso)> * [cars+trucks](https://sfbay.craigslist.org/search/sby/cto) * [post](https://post.craigslist.org/c/sfo) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sfbay.craigslist.org/sby/",2026-02-28T02:18:05.379718+00:00,2026-02-28T02:18:05.538658+00:00
craigslist-7915212438,craigslist,7915212438,https://sacramento.craigslist.org/ctd/d/modesto-2017-ford-fiesta-financing/7915212438.html,dealer,,,This Ford Fiesta can be yours today!,2017,Ford,Fiesta,,6495,87122,3FADP4BJ4HM143512,,,automatic,gas,fwd,other,gray,4 cylinders,clean,,Modesto,37.6385,-120.968,"[""https://images.craigslist.org/00v0v_RiOvtAYKL0_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00d0d_i2DZrz4bh98_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00a0a_djzv6FvayYv_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00I0I_2GlH6OwiuPJ_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00707_b04e8FKihi2_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/01313_knjS7EMb2k4_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00K0K_goEuJZhHey4_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00202_HXwuTknAAF_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00y0y_lpohVfTMsMf_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/01515_jJ7PI8FS6Te_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00000_gkeQq0MCVlZ_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/01111_8xs6HO3MdrQ_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00E0E_90BbKo2wC2D_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00k0k_gqbDGjGPVZF_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00D0D_g9V4lQXmhgR_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00j0j_5jodJT9CEEr_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00b0b_7Adamc8XP1t_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00c0c_1tdS9RHSNGn_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00b0b_emdOF9rxaSz_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00i0i_1P16K3FbgT0_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00G0G_d1H1CMVni3Y_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00q0q_bw93G4mThvR_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00b0b_EAXcwW7gyK_0jm0ew_600x450.jpg"", ""https://images.craigslist.org/00M0M_55tlo9rQaqv_0jm0ew_600x450.jpg"", ""https://map6.craigslist.org/t09/14/2686/6340.png"", ""https://map7.craigslist.org/t09/14/2686/6341.png"", ""https://map5.craigslist.org/t09/14/2685/6340.png"", ""https://map7.craigslist.org/t09/14/2687/6340.png"", ""https://map6.craigslist.org/t09/14/2685/6341.png"", ""https://map8.craigslist.org/t09/14/2687/6341.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""(209) 500-6099"", ""209.408.0153"", ""209-408-0153""]","2017 Ford Fiesta for sale - Modesto, CA - craigslist =============== [CL](https://sacramento.craigslist.org/) * [sacramento](https://sacramento.craigslist.org/)> * [for sale by dealer](https://sacramento.craigslist.org/search/ssq)> * [cars+trucks](https://sacramento.craigslist.org/search/ctd) * [post](https://post.craigslist.org/c/sac) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sacramento.craigslist.org/ctd/d/modesto-2017-ford-fiesta-financing/7915212438.html",2026-02-28T02:18:05.379794+00:00,2026-02-28T02:18:05.541202+00:00
craigslist-7915881367,craigslist,7915881367,https://sfbay.craigslist.org/pen/cto/d/menlo-park-2017-ford-fiesta-se-16/7915881367.html,owner,,,"2017 ford fiesta se hatchback for sale by owner - Menlo Park, CA",2017,Ford,Fiesta,SE,7995,74775,,used,runs and drives great,manual,gas,,hatchback,black,,clean,,Menlo Park,,,"[""https://images.craigslist.org/00s0s_fL9GbptqcTJ_0CI0pY_600x450.jpg"", ""https://images.craigslist.org/01313_iGSbxD8chpr_0vQ0oK_600x450.jpg"", ""https://images.craigslist.org/00M0M_h7HZ0GMHhjh_0xt0t1_600x450.jpg"", ""https://images.craigslist.org/00707_jCGG6uM8uRy_0CI0o9_600x450.jpg"", ""https://images.craigslist.org/00U0U_lnANAANRenN_0CI0lM_600x450.jpg"", ""https://images.craigslist.org/00404_aSC4jt11tZD_0CI0lM_600x450.jpg"", ""https://images.craigslist.org/00y0y_6uxwNGFJrQb_0CI0lM_600x450.jpg"", ""https://map0.craigslist.org/t09/13/1315/3175.png"", ""https://map1.craigslist.org/t09/13/1315/3176.png"", ""https://map9.craigslist.org/t09/13/1314/3175.png"", ""https://map1.craigslist.org/t09/13/1316/3175.png"", ""https://map0.craigslist.org/t09/13/1314/3176.png"", ""https://map2.craigslist.org/t09/13/1316/3176.png""]",[],"2017 ford fiesta se hatchback for sale by owner - Menlo Park, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) * [SF bay area](https://sfbay.craigslist.org/)> * [peninsula](https://sfbay.craigslist.org/pen/)> * [for sale by owner](https://sfbay.craigslist.org/search/pen/sso)> * [cars+trucks](https://sfbay.craigslist.org/search/pen/cto) * [post](https://post.craigslist.org/c/sfo) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sfbay.craigslist.or",2026-02-28T02:18:05.379909+00:00,2026-02-28T02:18:05.542620+00:00
craigslist-7914468229,craigslist,7914468229,https://sacramento.craigslist.org/ctd/d/west-sacramento-2013-ford-fiesta-very/7914468229.html,dealer,,,"2013 Ford Fiesta SE for sale - West Sacramento, CA",2013,Ford,Fiesta,SE,3200,54513,3FADP4EJ7DM195674,used,good,automatic,gas,fwd,hatchback,gray,4 cylinders,clean,,West Sacramento,38.587361,-121.539355,"[""https://images.craigslist.org/01212_30DFJ9zKSbc_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00o0o_aIevwEWOGVc_0CI0t2_600x450.jpg"", ""https://map5.craigslist.org/t09/14/2660/6285.png"", ""https://map6.craigslist.org/t09/14/2660/6286.png"", ""https://map4.craigslist.org/t09/14/2659/6285.png"", ""https://map6.craigslist.org/t09/14/2661/6285.png"", ""https://map5.craigslist.org/t09/14/2659/6286.png"", ""https://map7.craigslist.org/t09/14/2661/6286.png"", ""https://www.craigslist.org/images/map/marker-shadow.png"", ""https://www.craigslist.org/images/map/marker-icon.png""]","[""916-372-1418""]","2013 Ford Fiesta SE for sale - West Sacramento, CA - craigslist =============== [CL](https://sacramento.craigslist.org/) * [sacramento](https://sacramento.craigslist.org/)> * [for sale by dealer](https://sacramento.craigslist.org/search/ssq)> * [cars+trucks](https://sacramento.craigslist.org/search/ctd) * [post](https://post.craigslist.org/c/sac) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sacramento.craigslist.org/ctd/d/west-sacramento-2013-ford-fiesta-very/7",2026-02-28T02:18:05.379972+00:00,2026-02-28T02:18:05.544027+00:00
craigslist-7915761532,craigslist,7915761532,https://sfbay.craigslist.org/nby/cto/d/san-rafael-2019-ford-fiesta-se/7915761532.html,owner,,,"2019 ford fiesta se hatchback for sale by owner - San Rafael, CA",2019,Ford,Fiesta,SE,7999,76000,,used,good,automatic,gas,,hatchback,,,clean,,San Rafael,,,"[""https://images.craigslist.org/00E0E_ijmqAtoQWOc_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00K0K_3wglMqvr6gz_0xS0pq_600x450.jpg"", ""https://images.craigslist.org/00t0t_lSQzV4LryYd_0CI0t2_600x450.jpg"", ""https://images.craigslist.org/00404_jvtOtP4NOyW_0xS0pq_600x450.jpg"", ""https://images.craigslist.org/00z0z_4JbZfzdROEN_0hd0t2_600x450.jpg"", ""https://map7.craigslist.org/t09/13/1307/3160.png"", ""https://map8.craigslist.org/t09/13/1308/3160.png"", ""https://map8.craigslist.org/t09/13/1307/3161.png"", ""https://map9.craigslist.org/t09/13/1308/3161.png""]",[],"2019 ford fiesta se hatchback for sale by owner - San Rafael, CA - craigslist =============== [CL](https://sfbay.craigslist.org/) * [SF bay area](https://sfbay.craigslist.org/)> * [north bay](https://sfbay.craigslist.org/nby/)> * [for sale by owner](https://sfbay.craigslist.org/search/nby/sso)> * [cars+trucks](https://sfbay.craigslist.org/search/nby/cto) * [post](https://post.craigslist.org/c/sfo) * [account](https://accounts.craigslist.org/login/home) * [0 favorites](https://sfbay.craigslist.or",2026-02-28T02:18:05.380033+00:00,2026-02-28T02:18:05.545367+00:00
