id,source,source_listing_id,url,seller_type,posted_at,updated_at,title,year,make,model,trim,price_usd,mileage,vin,used_new,condition_raw,transmission,fuel,drive,body_type,paint_color,cylinders,title_status,size,location,latitude,longitude,image_urls,seller_phone_numbers,description,extracted_at,parsed_at
craigslist-7917032926,craigslist,7917032926,https://stockton.craigslist.org/cto/d/stockton-2014-infiniti-q50-hybrid/7917032926.html,owner,2026-02-23T08:34,2026-02-23T08:34,2014 Infiniti Q50 Hybrid,2014,Infiniti,Q50,Hybrid,11900,78701,,used,excellent,automatic,gas,rwd,sedan,brown,6 cylinders,salvage,,,,,[],[],"posted: 2026-02-23T08:34:54-0800 posted: 2026-02-23T08:34:54-0800 updated: 2026-02-23T08:34:55-0800 # 2014 Infiniti Q50 Hybrid - $11,900 2014 infiniti q50 condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 78,701 paint color: brown title status: salvage transmission: automatic type: sedan 2014 INFINITI Q50 Hybrid – 78k miles – $11,900 OBO 📍 Located in Rancho Cordova Beautiful Brown exterior with a super clean Tan leather interior. This Q50 hybrid runs strong, drives perfe",2026-02-27T21:48:24.302298+00:00,2026-02-27T21:48:24.480209+00:00
craigslist-7913491943,craigslist,7913491943,https://modesto.craigslist.org/ctd/d/rancho-cordova-2018-infiniti-q50-red/7913491943.html,dealer,2026-02-06T10:58,,2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan,2018,Infiniti,Q50,Sport,19985,58720,JN1FV7AR8JM480528,used,used,,gas,4wd,sedan,white,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-06T10:58:06-0800 posted: 2026-02-06T10:58:06-0800 # 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan - $19,985 2018 INFINITI Q50 VIN: JN1FV7AR8JM480528 drive: 4wd fuel: gas odometer: 58,720 paint color: white title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2018 Infiniti Q50 Red Sport 400 AWD 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $19,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 61",2026-02-27T21:48:24.302326+00:00,2026-02-27T21:48:24.482712+00:00
craigslist-7917330298,craigslist,7917330298,https://sacramento.craigslist.org/ctd/d/fair-oaks-2021-infiniti-q50-red-sport/7917330298.html,dealer,2026-02-24T12:27,,2021 Infiniti Q50 Red Sport 400 4dr Sedan,2021,Infiniti,Q50,Sport,29995,90245,JN1FV7DPXMM850196,,,automatic,gas,rwd,sedan,custom,6 cylinders,clean,,,38.627871,-121.221364,[],"[""(916) 400-4485""]","posted: 2026-02-24T12:27:28-0800 posted: 2026-02-24T12:27:28-0800 # 2021 Infiniti Q50 Red Sport 400 4dr Sedan - $29995.00 2021 Infiniti Q50 drive: rwd fuel: gas odometer: 90,245 paint color: custom title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.627871,-121.221364 2021 *** Infiniti Q50 Red Sport 400 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (916) 400-4485 Contact Prestige Motorsport Prestige Motorsport 12189 F",2026-02-27T21:48:24.302595+00:00,2026-02-27T21:48:24.483113+00:00
craigslist-7917507000,craigslist,7917507000,https://sacramento.craigslist.org/ctd/d/rancho-cordova-2019-infiniti-q50-30t/7917507000.html,dealer,2026-02-25T09:50,,2019 Infiniti Q50 3.0T Luxe 4dr Sedan,2019,Infiniti,Q50,,18985,81752,JN1EV7AP9KM513774,used,used,,gas,fwd,sedan,,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-25T09:50:53-0800 posted: 2026-02-25T09:50:53-0800 # 2019 Infiniti Q50 3.0T Luxe 4dr Sedan - $18,985 2019 INFINITI Q50 VIN: JN1EV7AP9KM513774 drive: fwd fuel: gas odometer: 81,752 title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2019 Infiniti Q50 3.0T Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $18,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE BLVD RANCHO CORDOVA",2026-02-27T21:48:24.302652+00:00,2026-02-27T21:48:24.485597+00:00
craigslist-7913682266,craigslist,7913682266,https://sacramento.craigslist.org/ctd/d/roseville-2019-infiniti-just-arrived/7913682266.html,dealer,2026-02-07T09:46,,2019 INFINITI Q50 --- JUST ARRIVED!,2019,Infiniti,Q50,,,48095,,used,excellent,automatic,gas,,sedan,white,,clean,,,,,[],"[""(916) 993-5353""]","posted: 2026-02-07T09:46:05-0800 posted: 2026-02-07T09:46:05-0800 # 2019 INFINITI Q50 --- JUST ARRIVED! - $336 2019 INFINITI Q50 condition: excellent est. monthly pmt: $336 fuel: gas odometer: 48,095 paint color: white title status: clean transmission: automatic more ads by this seller ***** Future Honda ***** 📞 (916) 993-5353 ✅ STOCK#: H4447A ✅ MILES: 48,095 Introducing the 2019 INFINITI Q50 3.0t LUXE, a CARFAX One-Owner luxury sedan with a sleek design and advanced features. It boasts heated s",2026-02-27T21:48:24.302857+00:00,2026-02-27T21:48:24.486184+00:00
craigslist-7917032300,craigslist,7917032300,https://sacramento.craigslist.org/cto/d/sacramento-2014-infiniti-q50-hybrid/7917032300.html,owner,2026-02-23T08:32,2026-02-23T08:32,2014 Infiniti Q50 Hybrid,2014,Infiniti,Q50,Hybrid,11800,78701,,used,excellent,automatic,gas,rwd,sedan,brown,6 cylinders,salvage,,,,,[],[],"posted: 2026-02-23T08:32:48-0800 posted: 2026-02-23T08:32:48-0800 updated: 2026-02-23T08:32:49-0800 # 2014 Infiniti Q50 Hybrid - $11,800 2014 infiniti q50 condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 78,701 paint color: brown title status: salvage transmission: automatic type: sedan 2014 INFINITI Q50 Hybrid – 78k miles – $11,800 OBO 📍 Located in Rancho Cordova Beautiful Brown exterior with a super clean Tan leather interior. This Q50 hybrid runs strong, drives perfe",2026-02-27T21:48:24.302900+00:00,2026-02-27T21:48:24.486426+00:00
craigslist-7916911559,craigslist,7916911559,https://sfbay.craigslist.org/eby/ctd/d/dublin-2017-infiniti-q50-30t-premium/7916911559.html,dealer,2026-02-22T14:10,,2017 INFINITI Q50 3.0T Premium,2017,Infiniti,Q50,Premium,11995,127281,JN1EV7AP0HM737458,,,automatic,gas,rwd,sedan,silver,6 cylinders,clean,,,37.702759,-121.909049,[],"[""(925) 551-4444"", ""925-551-4444"", ""(916) 420-5140""]","posted: 2026-02-22T14:10:37-0800 posted: 2026-02-22T14:10:37-0800 # 2017 INFINITI Q50 3.0T Premium - $11,995 2017 INFINITI Q50 3.0T Premium VIN: JN1EV7AP0HM737458 cylinders: 6 cylinders drive: rwd fuel: gas odometer: 127,281 paint color: silver title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/37.702759,-121.909049 Contact Info: Bay Luxury Autos (925) 551-4444 6430 Dublin Ct Dublin, CA 94568 For more information please call 925-551",2026-02-27T21:48:24.302928+00:00,2026-02-27T21:48:24.486783+00:00
craigslist-7912980013,craigslist,7912980013,https://sfbay.craigslist.org/eby/ctd/d/hayward-2022-infiniti-q50-luxe-4dr-sedan/7912980013.html,dealer,2026-02-04T06:59,,2022 Infiniti Q50 Luxe 4dr Sedan,2022,Infiniti,Q50,,28591,33263,JN1EV7BPXNM310816,,,automatic,gas,rwd,sedan,red,6 cylinders,clean,,,37.676304,-122.089758,[],"[""(510) 990-2039""]","posted: 2026-02-04T06:59:35-0800 posted: 2026-02-04T06:59:35-0800 # 2022 Infiniti Q50 Luxe 4dr Sedan - $28591.00 2022 Infiniti Q50 VIN: JN1EV7BPXNM310816 drive: rwd fuel: gas odometer: 33,263 paint color: red title status: clean transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/37.676304,-122.089758 2022 *** Infiniti Q50 Luxe 4dr Sedan sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (510) 990-2039 Contact Adil Lakhlifi Star On",2026-02-27T21:48:24.302963+00:00,2026-02-27T21:48:24.487169+00:00
craigslist-7917293980,craigslist,7917293980,https://sfbay.craigslist.org/sfc/ctd/d/rancho-cordova-2023-infiniti-q50-luxe/7917293980.html,dealer,2026-02-24T10:18,,2023 Infiniti Q50 Luxe 4dr Sedan,2023,Infiniti,Q50,,22985,29760,JN1EV7BP7PM511284,used,used,,gas,fwd,sedan,black,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-24T10:18:20-0800 posted: 2026-02-24T10:18:20-0800 # 2023 Infiniti Q50 Luxe 4dr Sedan - $22,985 2023 INFINITI Q50 VIN: JN1EV7BP7PM511284 drive: fwd fuel: gas odometer: 29,760 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2023 Infiniti Q50 Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $22,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE BLVD RANCH",2026-02-27T21:48:24.303014+00:00,2026-02-27T21:48:24.489667+00:00
craigslist-7917016769,craigslist,7917016769,https://stockton.craigslist.org/ctd/d/elk-grove-2017-infiniti-q50-30t/7917016769.html,dealer,2026-02-23T07:35,,2017 INFINITI Q50 3.0T Signature Edition,2017,Infiniti,Q50,,14900,97791,JN1EV7AP2HM743018,,,automatic,gas,fwd,sedan,black,6 cylinders,clean,,,38.411345,-121.388411,[],"[""(916) 548-7058""]","posted: 2026-02-23T07:35:00-0800 posted: 2026-02-23T07:35:00-0800 # 2017 INFINITI Q50 3.0T Signature Edition - $14900.00 2017 INFINITI Q50 drive: fwd fuel: gas odometer: 97,791 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.411345,-121.388411 2017 INFINITI Q50 3.0T Signature Edition sedan Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (916) 548-7058 Contact christian velasquez ElkGrove Cars 9517 E Stockton Blvd #20",2026-02-27T21:48:24.303218+00:00,2026-02-27T21:48:24.491163+00:00
craigslist-7916448017,craigslist,7916448017,https://stockton.craigslist.org/ctd/d/sacramento-2021-infiniti-q50-30t-luxe/7916448017.html,dealer,2026-02-20T10:24,,2021 Infiniti Q50 3.0t Luxe *WE FINANCE*,2021,Infiniti,Q50,,17990,52000,JN1EV7BP7MM706202,used,excellent,automatic,gas,rwd,sedan,black,6 cylinders,salvage,,,38.513515,-121.407318,[],"[""916-292-8939"", ""(916) 292-8939""]","posted: 2026-02-20T10:24:36-0800 posted: 2026-02-20T10:24:36-0800 # 2021 Infiniti Q50 3.0t Luxe *WE FINANCE* - $17,990 2021 Infiniti Q50 VIN: JN1EV7BP7MM706202 condition: excellent cylinders: 6 cylinders drive: rwd fuel: gas odometer: 52,000 paint color: black title status: salvage transmission: automatic type: sedan more ads by this seller https://www.google.com/maps/search/38.513515,-121.407318 CALL OR TEXT 916-292-8939 We Offer Financing! Apply Online at: WWW.ENVISIONMOTORSPORT.CO -3 MONTH FR",2026-02-27T21:48:24.303365+00:00,2026-02-27T21:48:24.492992+00:00
craigslist-7917016806,craigslist,7917016806,https://sacramento.craigslist.org/ctd/d/elk-grove-2017-infiniti-q50-30t/7917016806.html,dealer,2026-02-23T07:35,,2017 INFINITI Q50 3.0T Signature Edition,2017,Infiniti,Q50,,14900,97791,JN1EV7AP2HM743018,,,automatic,gas,fwd,sedan,black,6 cylinders,clean,,,38.411345,-121.388411,[],"[""(916) 548-7058""]","posted: 2026-02-23T07:35:10-0800 posted: 2026-02-23T07:35:10-0800 # 2017 INFINITI Q50 3.0T Signature Edition - $14900.00 2017 INFINITI Q50 drive: fwd fuel: gas odometer: 97,791 paint color: black title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.411345,-121.388411 2017 INFINITI Q50 3.0T Signature Edition sedan Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (916) 548-7058 Contact christian velasquez ElkGrove Cars 9517 E Stockton Blvd #20",2026-02-27T21:48:24.303600+00:00,2026-02-27T21:48:24.494348+00:00
craigslist-7917336766,craigslist,7917336766,https://sacramento.craigslist.org/ctd/d/fair-oaks-2014-infiniti-q50-hybrid/7917336766.html,dealer,2026-02-24T12:55,,2014 Infiniti Q50 Hybrid Hybrid Sport,2014,Infiniti,Q50,Sport,18295,76570,JN1AV7AR3EM702781,,,automatic,gas,4wd,sedan,custom,3.5L,clean,,,38.627871,-121.221364,[],"[""(916) 400-4485""]","posted: 2026-02-24T12:55:18-0800 posted: 2026-02-24T12:55:18-0800 # 2014 Infiniti Q50 Hybrid Hybrid Sport - $18295.00 2014 Infiniti Q50 Hybrid drive: 4wd fuel: gas odometer: 76,570 paint color: custom title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.627871,-121.221364 2014 *** Infiniti Q50 Hybrid Hybrid Sport sedan *** Drive it home today. Call (Or Text) us now !! Call (or text) ☏ (916) 400-4485 Contact Prestige Motorsport Prestige Motorsport 12189 Fo",2026-02-27T21:48:24.303771+00:00,2026-02-27T21:48:24.494824+00:00
craigslist-7916572938,craigslist,7916572938,https://sacramento.craigslist.org/ctd/d/rancho-cordova-2023-infiniti-q50-luxe/7916572938.html,dealer,2026-02-20T21:07,,2023 Infiniti Q50 Luxe 4dr Sedan,2023,Infiniti,Q50,,22985,6724,JN1EV7BP6PM510840,used,used,,gas,fwd,sedan,,6 cylinders,clean,,,38.591826,-121.264745,[],"[""(916) 999-7777"", ""916 586 6111"", ""916-999-7777""]","posted: 2026-02-20T21:07:06-0800 posted: 2026-02-20T21:07:06-0800 # 2023 Infiniti Q50 Luxe 4dr Sedan - $22,985 2023 INFINITI Q50 VIN: JN1EV7BP6PM510840 drive: fwd fuel: gas odometer: 6,724 title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.591826,-121.264745 2023 Infiniti Q50 Luxe 4dr Sedan Offered by: Sacramento Luxury Motors — (916) 999-7777 — $22,985 WWW.SACRAMENTOLUXURYMOTORS.COM Text JASMIN @ 916 586 6111 3071 SUNRISE BLVD RANCHO CORDOVA CA 95742 M",2026-02-27T21:48:24.303819+00:00,2026-02-27T21:48:24.497310+00:00
craigslist-7913333190,craigslist,7913333190,https://sacramento.craigslist.org/ctd/d/roseville-2019-infiniti-just-arrived/7913333190.html,dealer,2026-02-05T15:03,2026-02-05T15:03,2019 INFINITI Q50 --- JUST ARRIVED!,2019,Infiniti,Q50,,,48095,,used,excellent,automatic,gas,,sedan,white,,clean,,,,,[],"[""(916) 993-5353""]","posted: 2026-02-05T15:03:04-0800 posted: 2026-02-05T15:03:04-0800 updated: 2026-02-05T15:03:05-0800 # 2019 INFINITI Q50 --- JUST ARRIVED! - $336 2019 INFINITI Q50 condition: excellent est. monthly pmt: $336 fuel: gas odometer: 48,095 paint color: white title status: clean transmission: automatic more ads by this seller ***** Future Honda ***** 📞 (916) 993-5353 ✅ STOCK#: H4447A ✅ MILES: 48,095 Introducing the 2019 INFINITI Q50 3.0t LUXE, a CARFAX One-Owner luxury sedan with a sleek design and adv",2026-02-27T21:48:24.304024+00:00,2026-02-27T21:48:24.497875+00:00
craigslist-7916670223,craigslist,7916670223,https://sfbay.craigslist.org/eby/ctd/d/santa-clara-2017-infiniti-q50-30t/7916670223.html,dealer,2026-02-21T10:29,,2017 Infiniti Q50 3.0T Signature Edition 4dr Sedan - We Finance !!!,2017,Infiniti,Q50,,14300,99993,JN1EV7AP8HM739393,used,used,,gas,fwd,sedan,,6 cylinders,clean,,,37.351871,-121.98835,[],"[""(408) 547-4441""]","posted: 2026-02-21T10:29:25-0800 posted: 2026-02-21T10:29:25-0800 # 2017 Infiniti Q50 3.0T Signature Edition 4dr Sedan - We Finance !!! - $14,300 2017 INFINITI Q50 VIN: JN1EV7AP8HM739393 drive: fwd fuel: gas odometer: 99,993 title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/37.351871,-121.988350 2017 Infiniti Q50 3.0T Signature Edition 4dr Sedan Offered by: EURO AUTO SALE — (408) 547-4441 — $14,300 💬 24/7 messaging! Chat now on Text2Buy.com EURO AUTO SALE",2026-02-27T21:48:24.304061+00:00,2026-02-27T21:48:24.500091+00:00
craigslist-7916649835,craigslist,7916649835,https://sfbay.craigslist.org/scz/ctd/d/davis-2021-infiniti-q50-financing/7916649835.html,dealer,2026-02-21T09:17,,2021 INFINITI Q50 - Financing Available!,2021,Infiniti,Q50,,23999,32138,JN1EV7BP2MM704972,,,,gas,rwd,sedan,,6 cylinders,clean,,,38.5539,-121.689,[],"[""(916) 915-0784""]","posted: 2026-02-21T09:17:26-0800 posted: 2026-02-21T09:17:26-0800 # 2021 INFINITI Q50 - Financing Available! - $23999.00 2021 INFINITI Q50 VIN: JN1EV7BP2MM704972 cylinders: 6 cylinders drive: rwd fuel: gas odometer: 32,138 title status: clean transmission: automatic type: sedan https://www.google.com/maps/search/38.553900,-121.689000 This INFINITI Q50 can be yours today! If you have bad credit or no credit, we can help! Call us today at (916) 915-0784 ! 2021 INFINITI Q50 LUXE Sedan 4D Price: $23",2026-02-27T21:48:24.304257+00:00,2026-02-27T21:48:24.500527+00:00
